Movement ID,Date Delivery Departure.Date,Origin City,Origin State,Origin Zip,Destination City,Destination State,Destination Zip,Linehaul + FSC,Carrier Name,Carrier ID,Customer Name,Customer ID,PCMiler Miles,Origin Lat,Origin Lon,Dest Lat,Dest Lon,Bearing,RPM
169459,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169460,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169461,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169462,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169463,4/11/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169464,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169465,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169466,4/11/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169467,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169468,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169469,4/15/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169470,4/9/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169471,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169472,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169473,4/11/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169474,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169475,4/11/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169476,4/11/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169477,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169478,4/10/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169479,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169480,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169481,4/15/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169482,4/15/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
169487,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169488,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169489,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169490,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169491,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169492,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169493,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
169558,4/12/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169560,4/13/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169561,4/12/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169562,4/13/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169564,4/10/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169565,4/13/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169566,4/13/2025 0:00,LONG BEACH,CA,90802,MORENO VALLEY,CA,92551,545.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGMV,75.55,33.75,-118.20,33.88,-117.23,80.98,7.21
169658,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170119,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170120,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170121,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170122,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170123,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170124,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170125,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170126,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170127,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170128,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170129,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170130,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170131,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170132,4/11/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170133,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170134,4/14/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170135,4/10/2025 0:00,LONG BEACH,CA,90813,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,61.99,33.78,-118.20,34.13,-117.45,60.54059998,8.23
170375,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170811,4/16/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170812,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170813,4/18/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170814,4/18/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170815,4/18/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170817,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170818,4/15/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170819,4/14/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170919,4/18/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170922,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170923,4/16/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170924,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170925,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
170926,4/17/2025 0:00,LONG BEACH,CA,90802,FONTANA,CA,92336,510.00,SOUTH BAY DRAYAGE INC,SOUTTOCA,"FNS, Inc",LGFON,63.71,33.75,-118.20,34.13,-117.45,58.21369496,8.01
