origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM,bearing_degree,cardinal_direction,calculated_miles,distance_variance,lat_diff,lng_diff,route_center_lat,route_center_lng,distance_log,distance_squared,distance_sqrt,total_rate,rate_per_mile,rate_per_mile_log,month,day_of_week,quarter,is_weekend,season,distance_category,rate_efficiency,geographic_complexity
90802,91722,2024-11-22,C.H. Robinson,import,33.745762,-118.208042,34.097345,-117.906736,29.79,371.28,12.46,35.334154636969515,NE,29.787419521385345,0.002580478614653714,0.351582999999998,0.30130600000001095,33.9215535,-118.057389,3.427189961936409,887.4440999999999,5.4580216195980755,371.28,12.463242698892245,2.59996320893795,11,4,4,0,Fall,Medium,12.464322387289913,0.6528890000000089
90802,90032,2025-02-05,Ecology Auto Parts,import,33.745762,-118.208042,34.078294,-118.185785,23.0,362.56,15.77,3.1731065211074565,N,22.99513942920436,0.004860570795639063,0.3325320000000005,0.022257000000010407,33.912028,-118.1969135,3.1780538303479458,529.0,4.795831523312719,362.56,15.763478260869565,2.8192026069866176,2,2,1,0,Winter,Short,15.766810247714366,0.3547890000000109
90802,93109,2024-11-22,Dependable Highway Express,import,33.745762,-118.208042,34.406408,-119.726927,98.11,530.17,5.4,298.1289233587856,NW,98.11122750926316,0.0012275092631597317,0.6606459999999998,1.5188849999999974,34.076085,-118.96748450000001,4.596230344418617,9625.5721,9.905049217444606,530.17,5.403832432983386,1.856896628799532,11,4,4,0,Fall,Long,5.403764823449427,2.179530999999997
90802,91401,2025-02-13,J.B. Hunt Transport,import,33.745762,-118.208042,34.178483,-118.431791,32.51,383.86,11.81,336.8496112408788,NW,32.50898430509009,0.0010156949099098256,0.4327210000000008,0.22374899999999798,33.9621225,-118.3199165,3.511843901749219,1056.9000999999998,5.701754116059373,383.86,11.80744386342664,2.5500265537200444,2,3,1,0,Winter,Medium,11.807812769465615,0.6564699999999988
90802,91210,2024-09-19,United Logistic Services Group,import,33.745762,-118.208042,34.144557,-118.256507,27.67,368.71,13.32,354.25659557019867,N,27.674468114708713,0.004468114708711113,0.3987949999999998,0.0484649999999931,33.9451595,-118.2322745,3.3558512798952784,765.6289,5.260228131934964,368.71,13.325262016624501,2.662024553297367,9,3,3,0,Fall,Medium,13.323110618484991,0.4472599999999929
90802,91755,2024-10-06,All Seasons Trucking LLC,import,33.745762,-118.208042,34.050965,-118.114394,21.75,362.23,16.66,14.262483393279524,N,21.745504576809335,0.004495423190665093,0.3052029999999988,0.09364800000000173,33.8983635,-118.161218,3.1245651453969594,473.0625,4.663689526544408,362.23,16.65425287356322,2.870976710363317,10,6,4,1,Fall,Short,16.657695788135587,0.3988510000000005
92672,90802,2024-09-10,Airborne Freight Lines,export,33.42411,-117.606775,33.745762,-118.208042,41.1,410.2,9.98,302.872736372134,NW,41.10099911005388,0.0009991100538755404,0.32165200000000027,0.6012670000000071,33.584936,-117.9074085,3.7400477406883357,1689.21,6.410928169929843,410.2,9.980535279805352,2.3961241853307667,9,1,3,0,Fall,Medium,9.980292666405264,0.9229190000000074
90802,92395,2024-09-08,Alliance Specialized,import,33.745762,-118.208042,34.501472,-117.292048,73.92,485.12,6.56,44.84138841267804,NE,73.91620868686644,0.0037913131335614025,0.7557100000000005,0.915994000000012,34.123616999999996,-117.750045,4.316420877575887,5464.1664,8.597674104081872,485.12,6.562770562770563,2.023237599612263,9,6,3,1,Fall,Long,6.563107180660863,1.6717040000000125
90802,91107,2025-04-06,J.B. Hunt Transport,import,33.745762,-118.208042,34.155533,-118.086178,29.14,383.28,13.15,13.823890805913663,N,29.14093400069709,0.0009340006970894876,0.4097709999999992,0.12186400000000219,33.9506475,-118.14711,3.4058531931983493,849.1396000000001,5.3981478305063115,383.28,13.153054221002058,2.6499304468050613,4,6,2,1,Spring,Medium,13.15263265037529,0.5316350000000014
93422,90802,2024-10-27,Amazon Trucking,export,35.465349,-120.689439,33.745762,-118.208042,184.33,807.47,4.38,129.38538020836154,SE,184.33098990214143,0.0009899021414128129,1.7195870000000042,2.481396999999987,34.6055555,-119.4487405,5.222138019809219,33977.5489,13.576818478568534,807.47,4.38056746053274,1.6827938445469512,10,6,4,1,Fall,Very_Long,4.380543935822586,4.200983999999991
90802,92591,2024-12-12,C.H. Robinson,import,33.745762,-118.208042,33.535237,-117.104864,65.06,444.46,6.83,102.60450827714237,E,65.0573748108808,0.0026251891192003995,0.21052499999999696,1.1031779999999998,33.640499500000004,-117.656453,4.190563419962643,4232.8036,8.065977932030313,444.46,6.831540116815247,2.058159185017905,12,3,4,0,Winter,Long,6.83181578248473,1.3137029999999967
93555,90802,2024-08-28,MTZ Trucking LLC,export,35.606509,-117.683472,33.745762,-118.208042,131.88,655.39,4.97,193.2027628893084,S,131.88256198297316,0.0025619829731624577,1.8607470000000035,0.5245700000000113,34.6761355,-117.945757,4.889446465305039,17392.3344,11.483901775964474,655.39,4.969593569912042,1.7866788463453465,8,2,3,0,Summer,Very_Long,4.969497029369317,2.385317000000015
93272,90802,2025-06-19,J.B. Hunt Transport,export,36.047414,-119.344304,33.745762,-118.208042,171.45,794.31,4.63,157.62972799740203,S,171.44680037751792,0.003199622482071618,2.3016520000000043,1.136261999999988,34.896588,-118.776173,5.15010733938285,29395.102499999997,13.093891705677116,794.31,4.632895888013998,1.7286236772305,6,3,2,0,Summer,Very_Long,4.632982349340822,3.437913999999992
90802,91316,2025-01-07,JYC Trucking LLC,import,33.745762,-118.208042,34.160236,-118.515472,33.6,390.37,11.62,328.4831428419823,NW,33.60021013160879,0.00021013160878879944,0.41447399999999845,0.30742999999999654,33.952999,-118.36175700000001,3.543853682063679,1128.96,5.796550698475776,390.37,11.618154761904762,2.535136631042585,1,1,1,0,Winter,Medium,11.618082103384422,0.721903999999995
90802,90024,2024-09-15,Hub Group,import,33.745762,-118.208042,34.06574,-118.435025,25.64,362.3,14.13,329.57593763416185,NW,25.637540201339863,0.0024597986601371247,0.319977999999999,0.22698299999998994,33.905750999999995,-118.3215335,3.2824138456721883,657.4096000000001,5.063595560468865,362.3,14.130265210608425,2.7166970564376762,9,6,3,1,Fall,Medium,14.131620941585712,0.5469609999999889
90802,93551,2024-08-25,J.B. Hunt Transport,import,33.745762,-118.208042,34.604105,-118.239213,59.29,433.93,7.32,358.2878264579357,N,59.29122692934952,0.0012269293495208444,0.8583429999999979,0.031171000000000504,34.174933499999995,-118.2236275,4.099166252501314,3515.3041,7.7,433.93,7.318772136953956,2.118514664249129,8,6,3,1,Summer,Long,7.318620687628274,0.8895139999999984
90802,93218,2024-12-15,DK Express,import,33.745762,-118.208042,35.857141,-119.04493,153.31,723.8,4.72,342.2089162142029,N,153.3057220336993,0.004277966300691105,2.1113789999999995,0.8368879999999876,34.8014515,-118.626486,5.038963566083114,23503.9561,12.381841543163118,723.8,4.721153218968103,1.7441703967785078,12,6,4,1,Winter,Very_Long,4.72128496182873,2.948266999999987
90802,90090,2025-02-16,Pac Anchor Transportation,import,33.745762,-118.208042,34.072862,-118.240989,22.66,360.61,15.91,355.2307397100753,N,22.663464741148175,0.0034647411481749657,0.3271000000000015,0.032946999999992954,33.909312,-118.2245155,3.1637858585502405,513.4756,4.760252094164762,360.61,15.913945278022949,2.8281384460481247,2,6,1,1,Winter,Short,15.911512388715673,0.36004699999999445
90802,92364,2025-06-08,Cardona Trucking,import,33.745762,-118.208042,35.34042,-115.426224,192.74,938.77,4.87,54.38180502401366,NE,192.73662166453272,0.003378335467289162,1.5946580000000026,2.7818180000000012,34.543091000000004,-116.81713300000001,5.266517053998239,37148.7076,13.883083231040574,938.77,4.870654768081353,1.7699661724372922,6,6,2,1,Summer,Very_Long,4.870740142130196,4.376476000000004
90802,93035,2024-09-07,MTK Transportation,import,33.745762,-118.208042,34.18165,-119.223902,65.5,452.05,6.9,297.63772368340267,NW,65.4972427810474,0.002757218952595508,0.4358879999999985,1.0158599999999893,33.963706,-118.715972,4.197201947661808,4290.25,8.093207028119323,452.05,6.901526717557252,2.067055996188553,9,5,3,1,Fall,Long,6.901817249180562,1.4517479999999878
90802,90301,2025-06-06,XPO Logistics,import,33.745762,-118.208042,33.956526,-118.358654,16.92,340.89,20.14,329.3542039769262,NW,16.921965553834788,0.001965553834786249,0.2107639999999975,0.1506119999999953,33.851144,-118.283348,2.8859174075467844,286.28640000000007,4.113392760240627,340.89,20.147163120567374,3.05150576508061,6,4,2,0,Summer,Short,20.14482294716342,0.3613759999999928
92104,90802,2025-02-07,DK Express,export,32.741501,-117.127948,33.745762,-118.208042,93.26,540.11,5.79,318.3234597325968,NW,93.2620938242936,0.002093824293595503,1.0042609999999996,1.0800940000000026,33.2436315,-117.667995,4.546056921495585,8697.4276,9.657121724406295,540.11,5.79144327686039,1.9156634781672537,2,4,1,0,Winter,Long,5.791313253352116,2.084355000000002
90802,92629,2025-07-13,On Time Truckers,import,33.745762,-118.208042,33.47512,-117.705675,34.4,402.14,11.69,122.75872774497361,SE,34.40427700650125,0.004277006501254732,0.27064200000000227,0.5023670000000067,33.610440999999994,-117.95685850000001,3.5667118201397288,1183.36,5.865151319446072,402.14,11.690116279069768,2.5408234447315787,7,6,3,1,Summer,Medium,11.688663009079047,0.7730090000000089
90802,93226,2025-04-20,Gill Roadway Inc,import,33.745762,-118.208042,35.735652,-118.738373,140.65,702.66,5.0,347.7974694017325,N,140.64787656272546,0.0021234372745482233,1.9898900000000026,0.5303309999999897,34.740707,-118.4732075,4.953359226276525,19782.4225,11.859595271340417,702.66,4.995805190188411,1.7910600897506348,4,6,2,1,Spring,Very_Long,4.995880614568902,2.5202209999999923
90802,92545,2025-06-20,Schneider National,import,33.745762,-118.208042,33.729684,-117.034192,67.41,468.41,6.95,90.6175993260257,E,67.40798669783598,0.002013302164016295,0.01607800000000026,1.1738500000000016,33.737723,-117.621117,4.2255190127729065,4544.1080999999995,8.210359310042405,468.41,6.948672303812492,2.073004908909468,6,4,2,0,Summer,Long,6.948879842676528,1.1899280000000019
90802,93224,2024-10-29,C.H. Robinson,import,33.745762,-118.208042,35.228141,-119.569251,128.36,626.27,4.88,323.2619862647333,NW,128.35925098190717,0.0007490180928471091,1.4823790000000017,1.3612089999999881,34.4869515,-118.8886465,4.862599215268851,16476.289600000004,11.329607230614839,626.27,4.87901215331879,1.7713887466605036,10,1,4,0,Fall,Very_Long,4.879040623945957,2.84358799999999
90802,92844,2024-08-27,Gill Roadway Inc,import,33.745762,-118.208042,33.765461,-117.969462,13.76,319.32,23.2,84.26228690841964,E,13.763112246543756,0.003112246543755859,0.019699000000002798,0.23858000000001311,33.7556115,-118.088752,2.6919208191723265,189.33759999999998,3.7094473981982814,319.32,23.20639534883721,3.186616868862421,8,1,3,0,Summer,Short,23.201147696821902,0.2582790000000159
92307,90802,2025-03-23,Dependable Highway Express,export,34.571218,-117.133073,33.745762,-118.208042,83.79,511.11,6.1,227.44232509561726,SW,83.78659411307015,0.0034058869298547734,0.8254560000000026,1.07496900000001,34.15849,-117.6705575,4.440177611315912,7020.764100000001,9.153687781435416,511.11,6.099892588614392,1.9600796555686648,3,6,1,1,Spring,Long,6.100140546472819,1.9004250000000127
90802,93440,2025-05-16,Airborne Freight Lines,import,33.745762,-118.208042,34.712216,-120.230146,133.33,694.63,5.21,300.596761251144,NW,133.32925653019515,0.000743469804859842,0.9664539999999988,2.022103999999999,34.228989,-119.21909400000001,4.900299459074922,17776.8889,11.546861045323098,694.63,5.209855246381159,1.8261375859122226,5,4,2,0,Spring,Very_Long,5.209884297544903,2.9885579999999976
90802,93562,2025-06-18,All Harbor Transport LLC,import,33.745762,-118.208042,35.746463,-117.386604,145.79,740.17,5.08,18.409579856283415,N,145.78625773303182,0.00374226696817459,2.0007009999999994,0.8214380000000006,34.746112499999995,-117.797323,4.989002993969142,21254.7241,12.074352984735869,740.17,5.076960010974689,1.8045045727423439,6,2,2,0,Summer,Very_Long,5.077090334230415,2.822139
93460,90802,2024-10-20,C.H. Robinson,export,34.653533,-120.007153,33.745762,-118.208042,120.35,602.55,5.01,120.87744672208458,SE,120.34627857802036,0.0037214219796339876,0.9077710000000039,1.7991109999999964,34.1996475,-119.1075975,4.79867893217261,14484.1225,10.970414759707127,602.55,5.006647278770253,1.7928667357771704,10,6,4,1,Fall,Very_Long,5.00680209741066,2.7068820000000002
90802,93453,2025-03-22,Hub Group,import,33.745762,-118.208042,35.303925,-120.256566,158.59,738.69,4.66,313.29066105276615,NW,158.59092482160648,0.0009248216064747794,1.5581630000000004,2.0485240000000005,34.5248435,-119.232304,5.072608026411095,25150.7881,12.593252161375949,738.69,4.65785989028312,1.7330457094556064,3,5,1,1,Spring,Very_Long,4.657832728013455,3.606687000000001
90802,92266,2024-12-10,Dependable Highway Express,import,33.745762,-118.208042,33.345027,-114.915942,191.45,826.86,4.32,97.39732299680043,E,191.44705921712833,0.0029407828716614404,0.4007349999999974,3.292100000000005,33.5453945,-116.561992,5.259836379729755,36653.10249999999,13.836545811726277,826.86,4.318934447636459,1.6712729914948141,12,1,4,0,Winter,Very_Long,4.3190007899897935,3.6928350000000023
90044,90802,2024-11-30,Freight Horse Express,export,33.952725,-118.291904,33.745762,-118.208042,15.08,326.48,21.65,161.377339335363,S,15.077254617671366,0.0027453823286336387,0.20696300000000178,0.08386199999999633,33.8492435,-118.24997300000001,2.77757626375082,227.4064,3.8832975677895196,326.48,21.649867374005307,3.1201539964595955,11,5,4,1,Fall,Short,21.653809548148615,0.2908249999999981
90802,93225,2025-01-11,MTK Transportation,import,33.745762,-118.208042,34.768503,-119.030293,84.78,504.14,5.95,326.6267808454905,NW,84.78327706516669,0.0032770651666851336,1.0227410000000035,0.8222509999999943,34.2571325,-118.6191675,4.451785879088734,7187.6484,9.207605551933684,504.14,5.946449634347723,1.9382306850727167,1,5,1,1,Winter,Long,5.94621979063754,1.8449919999999977
90802,93313,2025-01-01,Dependable Highway Express,import,33.745762,-118.208042,35.163187,-119.046321,108.88,568.46,5.22,334.2394251426553,NW,108.88201588831214,0.002015888312143943,1.4174250000000015,0.838279,34.4544745,-118.6271815,4.699388861227073,11854.854399999998,10.434557968596465,568.46,5.220977222630419,1.8279270041583,1,2,1,0,Winter,Very_Long,5.220880559220258,2.2557040000000015
90802,91364,2024-11-01,XPO Logistics,import,33.745762,-118.208042,34.15404,-118.593153,35.79,388.03,10.84,322.06574858265725,NW,35.79342473386244,0.003424733862438245,0.4082780000000028,0.3851109999999949,33.949901,-118.4005975,3.605226069116683,1280.9241,5.98247440445841,388.03,10.84185526683431,2.471640312014485,11,4,4,0,Fall,Medium,10.840817912372142,0.7933889999999977
90802,91911,2025-06-04,Lectro Trucking,import,33.745762,-118.208042,32.608185,-117.054512,103.02,589.86,5.73,139.36094065764394,SE,103.01784309087822,0.002156909121779904,1.1375770000000003,1.1535300000000035,33.1769735,-117.63127700000001,4.644583188344926,10613.1204,10.149876846543508,589.86,5.7256843331391964,1.9059336798853501,6,2,2,0,Summer,Very_Long,5.7258042131560565,2.291107000000004
93440,90802,2024-11-01,XPO Logistics,export,34.712216,-120.230146,33.745762,-118.208042,133.33,637.19,4.78,119.45920300578717,SE,133.32925653019515,0.000743469804859842,0.9664539999999988,2.022103999999999,34.228989,-119.21909400000001,4.900299459074922,17776.8889,11.546861045323098,637.19,4.779044476111903,1.7542383534665902,11,4,4,0,Fall,Very_Long,4.7790711249912,2.9885579999999976
90802,91706,2025-07-16,Schneider National,import,33.745762,-118.208042,34.09741,-117.968269,27.9,384.18,13.77,29.43456170006749,NE,27.896555312422525,0.0034446875774740704,0.3516480000000044,0.23977299999999957,33.921586000000005,-118.0881555,3.3638415951183864,778.41,5.282045058497703,384.18,13.769892473118281,2.69259081643001,7,2,3,0,Summer,Medium,13.771592789770787,0.591421000000004
90802,91306,2024-09-02,Freight Horse Express,import,33.745762,-118.208042,34.209532,-118.577563,38.38,396.19,10.32,326.64910423906264,NW,38.379398282369756,0.0006017176302464122,0.4637700000000038,0.3695209999999918,33.977647000000005,-118.3928025,3.6732580732109796,1473.0244000000002,6.195159400693416,396.19,10.322824387701928,2.4268205458679883,9,0,3,0,Fall,Medium,10.322986230401552,0.8332909999999956
90802,92505,2025-07-24,MTK Transportation,import,33.745762,-118.208042,33.936319,-117.493743,43.02,419.12,9.74,71.9948927433303,E,43.024582374245384,0.004582374245380549,0.1905569999999983,0.7142990000000111,33.8410405,-117.8508925,3.7846440760983158,1850.7204000000004,6.558963332722634,419.12,9.742445374244538,2.374202751640776,7,3,3,0,Summer,Medium,9.741407745793396,0.9048560000000094
90802,92688,2024-09-27,Amazon Trucking,import,33.745762,-118.208042,33.619672,-117.612087,35.33,385.45,10.91,104.10042710038357,E,35.329401174461374,0.0005988255386242258,0.12608999999999781,0.5959550000000036,33.682717,-117.9100645,3.5926438462331105,1248.2088999999999,5.943904440685432,385.45,10.90999150863289,2.4773776704058204,9,4,3,0,Fall,Medium,10.910176430576778,0.7220450000000014
91326,90802,2025-07-19,Avila Trucking LLC,export,34.281486,-118.556005,33.745762,-118.208042,42.01,433.01,10.31,151.6049629427746,SE,42.00932303098707,0.0006769690129289074,0.5357240000000019,0.3479629999999929,34.013624,-118.3820235,3.7614326467956447,1764.8401,6.481512169239521,433.01,10.307307783860987,2.425449223230107,7,5,3,1,Summer,Medium,10.307473883371117,0.8836869999999948
92339,90802,2025-07-11,MTZ Trucking LLC,export,34.093661,-116.936222,33.745762,-118.208042,76.73,513.02,6.69,252.1111685911541,W,76.72545866961583,0.0045413303841712604,0.3478989999999982,1.2718200000000053,33.9197115,-117.57213200000001,4.353241283242128,5887.4929,8.75956619930462,513.02,6.6860419653329854,2.0394059520982104,7,4,3,0,Summer,Long,6.686437707842101,1.6197190000000035
90802,93309,2025-06-16,Schneider National,import,33.745762,-118.208042,35.343046,-119.06504,120.57,631.04,5.23,336.3995391226662,NW,120.57295440438101,0.002954404381014797,1.597284000000002,0.8569979999999902,34.544404,-118.636541,4.8004902285677025,14537.124899999999,10.980437149767763,631.04,5.233806087749855,1.829987075271022,6,0,2,0,Summer,Very_Long,5.233677843570127,2.454281999999992
90802,92027,2025-01-24,XPO Logistics,import,33.745762,-118.208042,33.131156,-116.976997,82.65,497.15,6.01,120.55115265113096,SE,82.65291476517324,0.002914765173230194,0.614606000000002,1.2310450000000088,33.438458999999995,-117.59251950000001,4.426641427432833,6831.022500000001,9.091204540653566,497.15,6.015124016938898,1.9480683922205217,1,4,1,0,Winter,Long,6.014911892852929,1.8456510000000108
90802,92617,2025-07-22,C.H. Robinson,import,33.745762,-118.208042,33.642508,-117.841681,22.22,365.63,16.45,108.61169928619734,E,22.220791675256045,0.000791675256046176,0.10325399999999973,0.3663610000000119,33.694135,-118.0248615,3.1450139762697455,493.72839999999997,4.71380949975707,365.63,16.454995499549955,2.8596258827253966,7,1,3,0,Summer,Short,16.454409246235233,0.46961500000001166
90802,92879,2024-10-29,On Time Truckers,import,33.745762,-118.208042,33.882614,-117.528205,40.13,399.11,9.95,76.19156302675191,E,40.12778422203626,0.0022157779637410613,0.13685199999999753,0.6798370000000062,33.814188,-117.8681235,3.716737782242333,1610.4169000000002,6.334824385884742,399.11,9.9454273610765,2.392921776450687,10,1,4,0,Fall,Medium,9.94597652817391,0.8166890000000038
90802,92617,2025-07-12,Ecology Auto Parts,import,33.745762,-118.208042,33.642508,-117.841681,22.22,369.89,16.65,108.61169928619734,E,22.220791675256045,0.000791675256046176,0.10325399999999973,0.3663610000000119,33.694135,-118.0248615,3.1450139762697455,493.72839999999997,4.71380949975707,369.89,16.646714671467148,2.8705496284596244,7,5,3,1,Summer,Short,16.646121587643112,0.46961500000001166
90802,92660,2025-07-12,QX Logistix LLC,import,33.745762,-118.208042,33.634626,-117.874882,20.62,364.19,17.66,111.7541586133433,E,20.62060350236829,0.0006035023682890994,0.1111360000000019,0.33316000000000656,33.690194,-118.041462,3.073618812211062,425.18440000000004,4.540925015897091,364.19,17.661978661493695,2.9264882273910553,7,5,3,1,Summer,Short,17.661461749078903,0.44429600000000846
90802,93224,2024-09-19,Amazon Trucking,import,33.745762,-118.208042,35.228141,-119.569251,128.36,621.41,4.84,323.2619862647333,NW,128.35925098190717,0.0007490180928471091,1.4823790000000017,1.3612089999999881,34.4869515,-118.8886465,4.862599215268851,16476.289600000004,11.329607230614839,621.41,4.841149890931754,1.7649276765901953,9,3,3,0,Fall,Very_Long,4.84117814062027,2.84358799999999
90802,92408,2024-11-02,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,34.083458,-117.270016,58.59,441.33,7.53,66.2870539600575,NE,58.586757915043556,0.0032420849564473997,0.3376960000000011,0.9380260000000078,33.914609999999996,-117.739029,4.087487774758888,3432.7881,7.654410493303844,441.33,7.532514080901177,2.143884052064129,11,5,4,1,Fall,Long,7.5329309165728375,1.275722000000009
90802,92583,2024-12-04,Pac Anchor Transportation,import,33.745762,-118.208042,33.796905,-116.929217,73.48,467.39,6.36,86.89028226716215,E,73.4822204503526,0.002220450352595549,0.05114300000000327,1.2788250000000119,33.7713335,-117.5686295,4.310530632968812,5399.3104,8.572047596694736,467.39,6.360778443113772,1.9961656938752936,12,2,4,0,Winter,Long,6.360586236173777,1.3299680000000151
90802,93035,2025-03-27,Amazon Trucking,import,33.745762,-118.208042,34.18165,-119.223902,65.5,463.07,7.07,297.63772368340267,NW,65.4972427810474,0.002757218952595508,0.4358879999999985,1.0158599999999893,33.963706,-118.715972,4.197201947661808,4290.25,8.093207028119323,463.07,7.069770992366412,2.0881251042294413,3,3,1,0,Spring,Long,7.070068606521497,1.4517479999999878
90802,92335,2024-09-15,DK Express,import,33.745762,-118.208042,34.087181,-117.46545,48.64,423.66,8.71,60.80522987913139,NE,48.64215682117183,0.0021568211718303587,0.3414190000000019,0.7425920000000019,33.9164715,-117.836746,3.9047969603364066,2365.8496,6.974238309665077,423.66,8.710115131578947,2.27316813924416,9,6,3,1,Fall,Medium,8.709728920071223,1.0840110000000038
90802,92140,2025-05-09,Amazon Trucking,import,33.745762,-118.208042,32.739496,-117.197401,90.74,537.48,5.92,139.69185772447668,SE,90.73556596630101,0.004434033698984763,1.0062659999999966,1.0106410000000068,33.242629,-117.7027215,4.518958489169026,8233.747599999999,9.525754563287887,537.48,5.923297333039454,1.9348921493565296,5,4,2,0,Spring,Long,5.9235867906485415,2.0169070000000033
90802,93563,2025-07-28,Hub Group,import,33.745762,-118.208042,34.402526,-117.766068,51.92,433.63,8.35,29.012579039455147,NE,51.91536553807067,0.004634461929335032,0.6567640000000026,0.44197400000000187,34.074144000000004,-117.987055,3.968781339246755,2695.6864,7.205553413860729,433.63,8.3518875192604,2.2355781966445285,7,0,3,0,Summer,Long,8.352633088598976,1.0987380000000044
90802,93283,2025-05-23,MTK Transportation,import,33.745762,-118.208042,35.592099,-118.297698,127.58,650.76,5.1,357.7383773213701,N,127.58235745697075,0.0023574569707562887,1.8463369999999983,0.08965599999999085,34.6689305,-118.25287,4.856551278713541,16276.6564,11.29513169467271,650.76,5.100799498353974,1.8084198278948893,5,4,2,0,Spring,Very_Long,5.100705246173865,1.9359929999999892
90802,92653,2025-03-26,C.H. Robinson,import,33.745762,-118.208042,33.591216,-117.697621,31.21,385.52,12.35,109.85011094707323,E,31.21127116928549,0.001271169285487872,0.1545459999999963,0.510421000000008,33.668489,-117.9528315,3.4722769633431074,974.0641,5.586591089385369,385.52,12.352451137455942,2.5916999737947193,3,2,1,0,Spring,Medium,12.35194804815845,0.6649670000000043
